26.3284263611,3.5292804241,258.0208435059
26.1306533813,3.2157278061,257.9854125977
26.4638328552,3.3714363575,258.0512695313
26.1207923889,2.8840556145,257.9943237305
26.8721103668,2.9267873764,258.1233825684
26.6679172516,2.6813185215,258.0875549316
27.0681190491,2.3956732750,258.1578369141
25.7303218842,2.9211504459,257.8987731934
25.9897384644,3.2948021889,257.9427185059
25.7554893494,2.6195597649,257.9243774414
26.2819519043,2.5271756649,258.0268249512
26.4949569702,2.2498404980,258.0667724609
26.8330764771,1.9709019661,258.1284790039
27.1603260040,2.1335122585,258.1781921387
27.3310546875,4.6503901482,258.2250061035
26.9441108704,4.4163570404,258.1507568359
27.3118343353,4.1676578522,258.2178344727
27.0260620117,1.8646416664,258.1653137207
27.4036788940,2.0206642151,258.2209777832
27.1352653503,1.6881173849,258.1765747070
27.3116340637,1.7236293554,258.2120056152
27.3914279938,1.5418487787,258.2226867676
27.5166339874,1.4397097826,258.2490539551
27.7705478668,1.6997536421,258.2905578613
27.7022953033,1.3538026810,258.2829284668
28.0734024048,1.5509401560,258.3461914063
28.0000057220,1.2681363821,258.3336181641
26.8624820709,3.9277515411,258.1393432617
25.5874576569,2.7149965763,257.8769226074
25.8779926300,2.3809185028,257.9486694336
27.8215675354,1.1650391817,258.3021240234
28.1821117401,1.1405619383,258.3711547852
28.0953407288,0.9936459661,258.3518371582
27.1805191040,3.6362006664,258.1892089844
25.6044025421,2.4260520935,257.8803100586
25.4766941071,2.5497007370,257.8428649902
26.2956256866,2.0144598484,258.0200500488
26.8396263123,1.6392179728,258.1206359863
26.9919605255,1.5408577919,258.1400756836
27.2305068970,1.3963459730,258.1843566895
27.4019336700,1.2597206831,258.2174072266
26.5971984863,4.2290902138,258.0714416504
26.5555801392,3.8637599945,258.0723571777
25.7875766754,1.9723302126,257.8916015625
26.1463661194,1.9126992226,257.9752197266
26.5256538391,1.6646672487,258.0460205078
26.7670745850,1.4962252378,258.0919799805
26.9439182281,3.3592107296,258.1421203613
44.7149467468,27.6792144775,258.9168395996
44.6760025024,27.6833457947,258.7843017578
44.6656150818,27.6515560150,259.0769958496
44.8579521179,27.6440811157,259.1154174805
44.9046936035,27.6664848328,258.9544067383
45.0135345459,27.5799674988,259.1459045410
45.0571784973,27.5977134705,258.9842224121
45.1926689148,27.5167522430,259.0208740234
45.1918373108,27.4684104919,259.1832275391
45.3964233398,27.3785972595,259.0562744141
45.6924476624,27.1695804596,259.1058654785
45.6732482910,27.1088790894,259.2684020996
45.8643722534,27.0404624939,259.2017517090
45.8348922729,27.0266036987,259.3053283691
45.9864616394,26.9553585052,259.3422546387
34.3635940552,17.1005725861,256.3726806641
34.3066520691,16.8779926300,255.8828887939
34.0377616882,16.6012992859,256.3432006836
37.4450111389,22.0964260101,257.9788513184
37.6407623291,22.2158470154,257.7348327637
37.5679931641,22.0957851410,257.4197692871
26.3524436951,4.3218517303,253.9896240234
26.3282260895,4.1501383781,253.5441131592
26.0414371490,3.7866239548,253.7887573242
29.6091594696,9.6813354492,255.5278625488
29.5034732819,9.3920164108,255.0850524902
29.2306041718,9.1483030319,255.6634979248
45.0062561035,9.1594600677,258.4539794922
45.0148620605,9.0416526794,258.1774597168
45.2573318481,9.4132776260,258.2275695801
27.9410305023,7.3801288605,256.3669433594
28.3798046112,7.9982762337,256.1985778809
27.9676189423,7.2691278458,255.8477172852
40.2040405273,1.7600200176,257.6454162598
40.2834472656,1.7587500811,257.3694458008
40.4662132263,2.0597767830,257.4419250488
34.9380645752,18.1701335907,259.3388061523
35.1469383240,18.4790496826,259.3770141602
35.0655555725,18.5901241302,259.1715698242
58.8953742981,7.4704055786,262.0858459473
58.7737731934,7.4291348457,261.6865844727
58.9791717529,7.4805140495,261.6069946289
58.7068862915,7.4230303764,262.0194396973
39.0166053772,0.1453211904,258.5725402832
38.9797363281,-0.0471846871,257.8863830566
39.2429618835,0.3655188084,257.9883117676
60.9763374329,11.2882328033,264.1331481934
60.7282257080,11.1727333069,264.2066955566
60.7399063110,10.9382171631,264.1023559570
60.8777999878,11.0637187958,264.0643615723
25.7647132874,3.9506182671,257.5665283203
25.4791316986,3.5204081535,257.5101623535
25.8011550903,3.8556852341,257.6838073730
41.0649871826,3.9631898403,260.6039123535
